,id,tweet,label,new_label,clean_text
1721,1722,Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 test-kits per week -,fake,1,korea finished developing the 10 minute covid19 diagnostic kit and is now ramping up production they plan to export 300000 testkits per week
1722,1723,Raisin prevents clotting thus helps to fight COVID19,fake,1,raisin prevents clotting thus helps to fight covid19
1723,1724,"Wearing off face masks is compulsory in China. Break the rule and you will be mercilessly treated before arrest, and they do not care if you are old or female! 😱😡 Now you know why China is so effective in their lockdown and able to contain the #CoViD19 virus spread! https://t.co/JE7ZyXlMzu",fake,1,wearing off face masks is compulsory in china break the rule and you will be mercilessly treated before arrest and they do not care if you are old or female now you know why china is so effective in their lockdown and able to contain the covid19 virus spread
1724,1725,Sixteen new cases of #COVID19 have been reported in Nigeria: 10 in Lagos 2 in the FCT 2 in Oyo 1 in Delta and 1 in Katsina As at 09:30 pm 7th April there are 254 confirmed cases of #COVID19 reported in Nigeria. Fourty-four have been discharged with six deaths https://t.co/UlDvzM3cUZ,real,0,sixteen new cases of covid19 have been reported in nigeria 10 in lagos 2 in the fct 2 in oyo 1 in delta and 1 in katsina as at 0930 pm 7th april there are 254 confirmed cases of covid19 reported in nigeria fourtyfour have been discharged with six deaths
1725,1726,Chinese scientists are racing to start human trials for a COVID vaccine by August. https://t.co/XRADbWFYBa https://t.co/QjifCN8Ryq,real,0,chinese scientists are racing to start human trials for a covid vaccine by august
1726,1727,There is currently not enough evidence to suggest #COVID19 survivors become immune after recovery. #TakeResponsibility: ✅#WearAMask ✅Observe physical distancing ✅Wash your hands frequently with soap &amp; water #MaskOnNaija to protect yourself and others. https://t.co/BYb68A06SQ,real,0,there is currently not enough evidence to suggest covid19 survivors become immune after recovery takeresponsibility wearamask observe physical distancing wash your hands frequently with soap amp water maskonnaija to protect yourself and others
1727,1728,BREAKING: Labour leader Sir Keir Starmer is self-isolating after a member of his household displayed possible coronavirus symptoms. Get the latest on this story here: https://t.co/q0QttUY0o3 https://t.co/QR5IhaUCnU,real,0,breaking labour leader sir keir starmer is selfisolating after a member of his household displayed possible coronavirus symptoms get the latest on this story here
1728,1729,Lame coronavirus party infects 0 people https://t.co/r3iwcQK5fQ,fake,1,lame coronavirus party infects 0 people
1729,1730,The concept of asymptomatic COVID-19 was at the center of confusion and controversy this week. https://t.co/q2NQzYA3CB https://t.co/Ng2GRjERiW,real,0,the concept of asymptomatic covid19 was at the center of confusion and controversy this week
1730,1731,There is no one in New Zealand receiving hospital-level care for COVID-19.⁣ ⁣ Yesterday New Zealand’s laboratories completed 5950 tests bringing the total completed to date to 341117.,real,0,there is no one in new zealand receiving hospitallevel care for covid19 yesterday new zealands laboratories completed 5950 tests bringing the total completed to date to 341117
1731,1732,Researchers developed a drug that can cure COVID-19 in 3 days.,fake,1,researchers developed a drug that can cure covid19 in 3 days
1732,1733,States reported over 23k new cases today. That's within the range we've seen over the last month. Here are the states that reported over 400 new cases. Arkansas Arizona and North Carolina reported new one-day highs. https://t.co/UeFFtjzdwB,real,0,states reported over 23k new cases today thats within the range weve seen over the last month here are the states that reported over 400 new cases arkansas arizona and north carolina reported new oneday highs
1733,1734,India records over 61000 new infections taking the country’s confirmed case tally to 20.8 lakh. Whereas Tamil Nadu government announces reopening of small temples mosques churches and dargahs from 10 August. #COVID19 #CoronaVirusUpdates https://t.co/aPsTbPowmY,fake,1,india records over 61000 new infections taking the countrys confirmed case tally to 208 lakh whereas tamil nadu government announces reopening of small temples mosques churches and dargahs from 10 august covid19 coronavirusupdates
1734,1735,Trump suggests donkey penises cure COVID-19 https://t.co/chj4AYoFuu #donaldtrump #covid19,fake,1,trump suggests donkey penises cure covid19 donaldtrump covid19
1735,1736,Air Canada promises 100 bonus Aeroplan Miles to any passenger that gets COVID https://t.co/MpHAJuXNJe https://t.co/H1ZJyZPHEC,fake,1,air canada promises 100 bonus aeroplan miles to any passenger that gets covid
1736,1737,“The review of #COVID19 trends in Africa shows cases are still on the rise as well as active community transmission of the virus on the continent. This reinforces the need to adhere to recommended measures” ~ @WMulombo @WHONigeria Representative at the @PTFCOVID19 briefing https://t.co/OCq0hVEk6Q,real,0,the review of covid19 trends in africa shows cases are still on the rise as well as active community transmission of the virus on the continent this reinforces the need to adhere to recommended measures wmulombo whonigeria representative at the ptfcovid19 briefing
1737,1738,The number of people in the UK who have tested positive for #coronavirus has increased by 3330 official figures show https://t.co/IuiMnZBB0Z,real,0,the number of people in the uk who have tested positive for coronavirus has increased by 3330 official figures show
1738,1739,Anyone planning to celebrate World Steam Week? Don't. Its a fake news. Steam doesn't kill Coronavirus or cure you from #COVID19 https://t.co/SMBEds5tru #FactCheck #WorldSteamWeek https://t.co/L2EsCJ1Jsg,fake,1,anyone planning to celebrate world steam week dont its a fake news steam doesnt kill coronavirus or cure you from covid19 factcheck worldsteamweek
1739,1740,RT @johnbrownstein: Somehow NY MA NJ and CT are the only safe places to be in the US right now. #COVID19 https://t.co/SZHiS5FHKN,real,0,rt johnbrownstein somehow ny ma nj and ct are the only safe places to be in the us right now covid19
1740,1741,COVID-19 Update Today there are five new cases of COVID-19 to report in New Zealand- two in MIQ and three in the community. This brings our confirmed cases of COVID-19 is now 1406 which is the number we will report to the World Health Organization.,real,0,covid19 update today there are five new cases of covid19 to report in new zealand two in miq and three in the community this brings our confirmed cases of covid19 is now 1406 which is the number we will report to the world health organization
1741,1742,If you’ve been in close contact with a person who has #COVID19 a public health worker may call to let you know you’ve been exposed. Answer the call to #SlowTheSpread. Learn what happens during contact tracing: https://t.co/9ZN2zYTaud. https://t.co/8CVGrkIT9e,real,0,if youve been in close contact with a person who has covid19 a public health worker may call to let you know youve been exposed answer the call to slowthespread learn what happens during contact tracing
1742,1743,“Italian Parliament Calls For The Arrest of Bill Gates”,fake,1,italian parliament calls for the arrest of bill gates
1743,1744,Today is a significant milestone as we announce that the last active case of COVID-19 in New Zealand has recovered. ⁣ ⁣ This means there are now 0 active cases in New Zealand. ⁣ ⁣ Thank you for staying home playing it safe and for supporting those fighting the virus 💛 https://t.co/11VdRxflWd,real,0,today is a significant milestone as we announce that the last active case of covid19 in new zealand has recovered this means there are now 0 active cases in new zealand thank you for staying home playing it safe and for supporting those fighting the virus
1744,1745,"Missing: Anti-Vaxxers

https://t.co/qOKHo9kYpO #COVID19 #CoronavirusOutbreak https://t.co/QfOQa8m9FP",fake,1,missing antivaxxers covid19 coronavirusoutbreak
1745,1746,Wales' Health Minister @vaughangething says more local lockdowns are a possibility in Wales #KayBurley Latest: https://t.co/MBjd6MkdrJ https://t.co/9kZPvk5eNu,real,0,wales health minister vaughangething says more local lockdowns are a possibility in wales kayburley latest
1746,1747,Coronavirus: Schools may close again due to lack of tests headteacher warns https://t.co/2FawQ2XfTM,real,0,coronavirus schools may close again due to lack of tests headteacher warns
1747,1748,#IndiaFightsCorona India records highest ever single day recoveries of 54859 today. Recoveries exceed active cases by more than 9 lakh. Case Fatality Rate touches a new low of 2%. https://t.co/2hEonhvRaA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @COVIDNewsByMIB,real,0,indiafightscorona india records highest ever single day recoveries of 54859 today recoveries exceed active cases by more than 9 lakh case fatality rate touches a new low of 2 pmoindia drharshvardhan ashwinikchoubey pibindia covidnewsbymib
1748,1749,#IndiaFightsCorona: 74% of the new confirmed cases are concentrated in 10 States/UTs. Maharashtra has alone contributed more than 18000 followed by Andhra Pradesh and Karnataka with more than more than 7000 and 6000 cases respectively. #StaySafe #IndiaWillWin https://t.co/YXQ78ADU8U,real,0,indiafightscorona 74 of the new confirmed cases are concentrated in 10 statesuts maharashtra has alone contributed more than 18000 followed by andhra pradesh and karnataka with more than more than 7000 and 6000 cases respectively staysafe indiawillwin
1749,1750,???The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.??�,fake,1,the mainstream media pretended there was a deadly surge in covid cases thanks to wisconsinites voting
1750,1751,"Report: Outbreak of idiocy spreading 10,000 times faster than coronavirus #coronavirus",fake,1,report outbreak of idiocy spreading 10000 times faster than coronavirus coronavirus
1751,1752,Use OZONE to fight against the spread of CORONA VIRUS.,fake,1,use ozone to fight against the spread of corona virus
1752,1753,@pantherman45 Kia ora Ben info about the range of measures at every Alert level can be found here: https://t.co/nsWmnT8e6V,real,0,pantherman45 kia ora ben info about the range of measures at every alert level can be found here
1753,1754,📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 77.31% as on September 07 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/kC7iNkKFES,real,0,coronavirusupdates indias covid19 recovery rate improves to 7731 as on september 07 2020 steady improvement in indias covid19 recovery rate since lockdown initiation on march 25 2020 indiafightscorona icmrdelhi via mohfwindia
1754,1755,From random @Facebook posts to renowned #yoga gurus. They keep making this self test recommendation for #COVIDー19 . We #FactCheck https://t.co/d6z0okDOWf,fake,1,from random facebook posts to renowned yoga gurus they keep making this self test recommendation for covid19 we factcheck
1755,1756,#covid19 #coronavirus #coronavirusupdate unbelievable president. https://t.co/jfqNJrzxGB,fake,1,covid19 coronavirus coronavirusupdate unbelievable president
1756,1757,77% of UK physicians who needed a COVID test couldn't get one. https://t.co/pKyL8v4NFo https://t.co/gAWTbjf7rH,real,0,77 of uk physicians who needed a covid test couldnt get one
1757,1758,WEEKLY UPDATE: @ONS deaths registered weekly in England and Wales ➡️Number of deaths in the week ending 19 June are within the range we would have expected based on trend analysis of past 10 years 🔰https://t.co/tZchlfBxTg #COVID19 #covid19science https://t.co/kdv0a0uieJ,real,0,weekly update ons deaths registered weekly in england and wales number of deaths in the week ending 19 june are within the range we would have expected based on trend analysis of past 10 years covid19 covid19science
1758,1759,We are beginning to track antigen testing which appears to be underreported. Kentucky for instance added over 10k antigen tests today alone. Our API now breaks out antigen and PCR testing whenever possible.,real,0,we are beginning to track antigen testing which appears to be underreported kentucky for instance added over 10k antigen tests today alone our api now breaks out antigen and pcr testing whenever possible
1759,1760,Biden said “More cops have died from COVID this year than have been killed on patrol.” Mostly True. https://t.co/8kGPOkG895,fake,1,biden said more cops have died from covid this year than have been killed on patrol mostly true
1760,1761,RT @minhealthnz: We can confirm there are two new cases of #COVID19 in New Zealand today both linked to recent travel from the UK. There w…,real,0,rt minhealthnz we can confirm there are two new cases of covid19 in new zealand today both linked to recent travel from the uk there w
1761,1762,The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.,fake,1,the viral text message claims that the chemical substances methylxanthines required to cure covid19 can be found in tea dr li wenliang had found this cure while researching about coronavirus before his death
1762,1763,Coronavirus Continues to Mutate in People’s Minds https://t.co/iQWlzR89FE #health #government #news #coronavirus #media #covid19,fake,1,coronavirus continues to mutate in peoples minds health government news coronavirus media covid19
1763,1764,125 new cases of #COVID19Nigeria; Lagos-42 FCT-25 Katsina-14 Kaduna-11 Kwara-8 Ondo-7 Delta-4 Anambra-3 Oyo-3 Edo-2 Ogun-2 Osun-2 Cross River-1 54588 confirmed 42627 discharged 1048 deaths https://t.co/map9w85Kfp,real,0,125 new cases of covid19nigeria lagos42 fct25 katsina14 kaduna11 kwara8 ondo7 delta4 anambra3 oyo3 edo2 ogun2 osun2 cross river1 54588 confirmed 42627 discharged 1048 deaths
1764,1765,A video has been viewed thousands of times in Facebook posts alongside a claim it shows a Sri Lankan doctor who invented a rapid test kit for the novel coronavirus which causes the disease COVID-19.,fake,1,a video has been viewed thousands of times in facebook posts alongside a claim it shows a sri lankan doctor who invented a rapid test kit for the novel coronavirus which causes the disease covid19
1765,1766,"#Great news! Carona virus vaccine ready. Able to cure patient within 3 hours after injection. Hats off to US Scientists. Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of… https://instagram.com/p/B-D-ToxAWxS/?igshid=qrxt7c10mpd8",fake,1,great news carona virus vaccine ready able to cure patient within 3 hours after injection hats off to us scientists trump announced that roche medical company will launch the vaccine next sunday and millions of
1766,1767,Wearing masks for a long period of time can cause hypoxia.,fake,1,wearing masks for a long period of time can cause hypoxia
1767,1768,Indian State of Kerala Opposition leader writes to Chief Minister Pinarayi Vijayan to adopt methods to save only those with stronger immunity from COVID-19 infection.,fake,1,indian state of kerala opposition leader writes to chief minister pinarayi vijayan to adopt methods to save only those with stronger immunity from covid19 infection
1768,1769,"""It's basically impossible to get any kind of compensation if you're injured"" by a COVID-19 vaccine.",fake,1,its basically impossible to get any kind of compensation if youre injured by a covid19 vaccine
1769,1770,.@realDonaldTrump says US is at the top globally in COVID-19 fight. It isn’t. https://t.co/JY6Ojdjhwy #coronavirus #Covid19 https://t.co/Gf8j2nLjZb,fake,1,realdonaldtrump says us is at the top globally in covid19 fight it isnt coronavirus covid19
1770,1771,???People defying stay-at-home order fill Arizona beaches.??�,fake,1,people defying stayathome order fill arizona beaches
1771,1772,People in Scotland have been banned from visiting other households indoors in tough new restrictions that go further than those announced for England. Get more on the new measures in Scotland here: https://t.co/n1IFrTYuRY https://t.co/ZmuxD1s4Hu,real,0,people in scotland have been banned from visiting other households indoors in tough new restrictions that go further than those announced for england get more on the new measures in scotland here
1772,1773,After many hours working in the medical isolation ward a picture of an Egyptian hero from the Egyptian White Army.,fake,1,after many hours working in the medical isolation ward a picture of an egyptian hero from the egyptian white army
1773,1774,A study from the Annals of Internal Medicine estimates that the probability of PCR tests resulting in false-negative varies over the course of the illness the highest risk being before symptoms appear and lowest three days after symptoms appear. https://t.co/8wW4SW6eGt,real,0,a study from the annals of internal medicine estimates that the probability of pcr tests resulting in falsenegative varies over the course of the illness the highest risk being before symptoms appear and lowest three days after symptoms appear
1774,1775,• Today's case means our total number of confirmed cases of COVID-19 is 1154 which is the number we report to the World Health Organization. ⁣ ⁣ • Our combined total of confirmed and probable cases is 1504.,real,0,todays case means our total number of confirmed cases of covid19 is 1154 which is the number we report to the world health organization our combined total of confirmed and probable cases is 1504
1775,1776,Our 4 pm update is published. The US has now completed tests on at least 279485 people up 54134 from yesterday's total. Note that we can only track tests that a state reports (for now). And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y,real,0,our 4 pm update is published the us has now completed tests on at least 279485 people up 54134 from yesterdays total note that we can only track tests that a state reports for now and not all states report all negative tests for details see
1776,1777,Dr. Vele Markovski claimd that ventilators and quarantines are doing great harm in treating coronavirus and that contamination level of SAR-Cov-2 is extremely low,fake,1,dr vele markovski claimd that ventilators and quarantines are doing great harm in treating coronavirus and that contamination level of sarcov2 is extremely low
1777,1778,5/10 Boris Johnson will chair an emergency COBRA meeting tomorrow ahead of a statement on the next steps in tackling the #coronavirus pandemic. Click below 👇 to find out what the PM could announce https://t.co/XGzkOVRwaX,real,0,510 boris johnson will chair an emergency cobra meeting tomorrow ahead of a statement on the next steps in tackling the coronavirus pandemic click below to find out what the pm could announce
1778,1779,"Boris Johnson has said members of the public should not report neighbours who breach the ""rule of six"" unless they are having ""Animal House"" parties with ""hot tubs and so forth"" https://t.co/gkTMwtbM1n",real,0,boris johnson has said members of the public should not report neighbours who breach the rule of six unless they are having animal house parties with hot tubs and so forth
1779,1780,Vaccines killed 50 million people during the 1918 Spanish flu pandemic,fake,1,vaccines killed 50 million people during the 1918 spanish flu pandemic
1780,1781,"After Months Of Decreased Pollution With Humans In Lockdown, Gorilla Populations Are Starting To Develop Rudimentary Nuclear Weapons",fake,1,after months of decreased pollution with humans in lockdown gorilla populations are starting to develop rudimentary nuclear weapons
1781,1782,“The last line of defence is full national action.” Health Secretary @MattHancock says he “does not want to see” a second national lockdown but the government will do what is necessary to “keep people safe”. #KayBurley: https://t.co/Opc8Z4tNib https://t.co/t1cLYEbVRq,real,0,the last line of defence is full national action health secretary matthancock says he does not want to see a second national lockdown but the government will do what is necessary to keep people safe kayburley
1782,1783,The good news remains the falling number of reported deaths as the 7-day average continues to decline: https://t.co/t4S9n8aZSl,real,0,the good news remains the falling number of reported deaths as the 7day average continues to decline
1783,1784,In the Philippines Bagong Alyansang Makabayan (Bayan) Secretary General Renato Reyes was spotted panic buying in an S&R Branch.,fake,1,in the philippines bagong alyansang makabayan bayan secretary general renato reyes was spotted panic buying in an sr branch
1784,1785,Coffee can cure COVID-19.,fake,1,coffee can cure covid19
1785,1786,A small fraction of deaths in long-term care facilities are staff members. Nonetheless researchers estimate that by year’s end COVID-19 will make working in an LTC facility the most dangerous job in America in 2020.,real,0,a small fraction of deaths in longterm care facilities are staff members nonetheless researchers estimate that by years end covid19 will make working in an ltc facility the most dangerous job in america in 2020
1786,1787,#IndiaFightsCorona: The trend of very high number of single day recoveries has sustained for the past four consecutive days. This kind of successive increase in recoveries over new cases has not been seen in the country since May 2020: Secretary @MoHFW_INDIA @ICMRDELHI https://t.co/k47TIOlBIt,real,0,indiafightscorona the trend of very high number of single day recoveries has sustained for the past four consecutive days this kind of successive increase in recoveries over new cases has not been seen in the country since may 2020 secretary mohfwindia icmrdelhi
1787,1788,_Queen Elizabeth II has been diagnosed with coronavirus._,fake,1,queen elizabeth ii has been diagnosed with coronavirus
1788,1789,Covid-19 is disrupting pensions https://t.co/XTvwT2cky9,fake,1,covid19 is disrupting pensions
1789,1790,Bill Gates said that the Catholic religion may have to be suspended forever because of the COVID-19 pandemic.,fake,1,bill gates said that the catholic religion may have to be suspended forever because of the covid19 pandemic
1790,1791,???Fish tank additive may treat coronavirus.??�,fake,1,fish tank additive may treat coronavirus
1791,1792,#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 7 2020) ▶️77.31% Cured/Discharged/Migrated (3250429) ▶️20.99% Active cases (882542) ▶️1.7% Deaths (71642) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/1enKEQbXBO,real,0,coronavirusupdates total covid19 cases in india as on september 7 2020 7731 cureddischargedmigrated 3250429 2099 active cases 882542 17 deaths 71642 total covid19 confirmed cases cureddischargedmigratedactive casesdeaths
1792,1793,The rise in deaths is largely driven by the southern states which reported 962 deaths today. https://t.co/YVxuEykahX,real,0,the rise in deaths is largely driven by the southern states which reported 962 deaths today
1793,1794,#IndiaFightsCorona There has been a steep exponential rise in #COVID19 recoveries- from 50000 in May to 30 lakh in Sept. The daily number of Recovered Patients has crossed 70000. More than 3/4 of the total cases have recovered. https://t.co/4oKksdFeQj,real,0,indiafightscorona there has been a steep exponential rise in covid19 recoveries from 50000 in may to 30 lakh in sept the daily number of recovered patients has crossed 70000 more than 34 of the total cases have recovered
1794,1795,Georgia also reported a record high in cases at almost 2000. The 7-day average for cases has nearly tripled since late May. Hospitalizations have also gone right back up after falling from May into June. https://t.co/GUSMJYdmcM,real,0,georgia also reported a record high in cases at almost 2000 the 7day average for cases has nearly tripled since late may hospitalizations have also gone right back up after falling from may into june
1795,1796,Proud of @BoltsPk team busy in packing stuff for our “COVID 19 Family Support Program”. Ensuring physical distancing as well. #EnablementDrive https://t.co/XH8H3Tk5iz,fake,1,proud of boltspk team busy in packing stuff for our covid 19 family support program ensuring physical distancing as well enablementdrive
1796,1797,RT @PIB_India: #CoronaWatch ◾ 1855745 total confirmed cases ◾ 1230509 cases cured/recovered ◾ 20864750 samples tested Here's the…,real,0,rt pibindia coronawatch 1855745 total confirmed cases 1230509 cases curedrecovered 20864750 samples tested heres the
1797,1798,Trump Hails ‘Positive’ Talks With Covid-19 https://t.co/mpUji2GOCl,fake,1,trump hails positive talks with covid19
1798,1799,Garlic water can cure novel coronavirus.,fake,1,garlic water can cure novel coronavirus
1799,1800,"Covaxin update: phase-3 trial of Corona's homegrown vaccine soon in these two cities, know here in detail - https://t.co/26LwAJXEVu https://t.co/2XhFJPZEU2",fake,1,covaxin update phase3 trial of coronas homegrown vaccine soon in these two cities know here in detail
1800,1801,3 out of every 5 Nigerians who die from #COVID19 are more than 50 years old Take precautions to protect your older relatives by wearing a face mask in public practicing hand/respiratory hygiene &amp; maintaining a physical distance of 2 metres from others #TakeResponsibility https://t.co/x8ptL2BDAw,real,0,3 out of every 5 nigerians who die from covid19 are more than 50 years old take precautions to protect your older relatives by wearing a face mask in public practicing handrespiratory hygiene amp maintaining a physical distance of 2 metres from others takeresponsibility
1801,1802,RT @NYTScience: Governments across the country are adding thousands of jobs in the field of contact tracing to fight Covid-19. Here's what…,real,0,rt nytscience governments across the country are adding thousands of jobs in the field of contact tracing to fight covid19 heres what
1802,1803,239 new cases of #COVID19Nigeria; Plateau-116 FCT-33 Lagos-19 Ekiti-12 Kaduna-11 Ogun-11 Ebonyi-8 Benue-7 Abia-5 Delta-5 Ondo-4 Edo-3 Imo-2 Osun-2 Bauchi-1 54247 confirmed 42010 discharged 1023 deaths https://t.co/TjHaSMIzn8,real,0,239 new cases of covid19nigeria plateau116 fct33 lagos19 ekiti12 kaduna11 ogun11 ebonyi8 benue7 abia5 delta5 ondo4 edo3 imo2 osun2 bauchi1 54247 confirmed 42010 discharged 1023 deaths
1803,1804,This is a critical moment for countries and we ask leaders to put targeted measures in place that we know can suppress the spread and ensure that health systems and workers are protected.-@DrTedros #COVID19,real,0,this is a critical moment for countries and we ask leaders to put targeted measures in place that we know can suppress the spread and ensure that health systems and workers are protecteddrtedros covid19
1804,1805,"“Oh really, meat packing plants are unhealthy” asks smug ghost of Upton Sinclair #NewsInPhoto #meatpacking #covid19 https://t.co/R2KU4luBDW",fake,1,oh really meat packing plants are unhealthy asks smug ghost of upton sinclair newsinphoto meatpacking covid19
1805,1806,AI spots COVID lung damage with 95% accuracy. https://t.co/mgSc6r3i0q #ers2020 #ERSCongress,real,0,ai spots covid lung damage with 95 accuracy ers2020 erscongress
1806,1807,No OSHA the federal workplace health and safety agency does not say that masks don’t work against COVID-19. https://t.co/nEmEpH52DN,fake,1,no osha the federal workplace health and safety agency does not say that masks dont work against covid19
1807,1808,Planning on visiting family or friends over #LaborDay weekend? Protect them and yourself from #COVID19: Wear a mask stay at least 6 feet away from people you don’t live with and wash your hands often. https://t.co/KNd6wCwSsl. https://t.co/cwo3nLM7YJ,real,0,planning on visiting family or friends over laborday weekend protect them and yourself from covid19 wear a mask stay at least 6 feet away from people you dont live with and wash your hands often
1808,1809,There’s no evidence that an American COVID-19 vaccine killed 5 Ukrainians. The claim comes from a site known for disinformation. https://t.co/aIruA6x7df,fake,1,theres no evidence that an american covid19 vaccine killed 5 ukrainians the claim comes from a site known for disinformation
1809,1810,(One last data note: we are not reporting California’s pending number because it has been published irregularly. But it is quite large—12700–and worth considering when looking at the data.),real,0,one last data note we are not reporting californias pending number because it has been published irregularly but it is quite large12700and worth considering when looking at the data
1810,1811,President Trump misconstrued data on coronavirus deaths. As of Sept. 3 CDC data show 185092 Americans had died due to COVID-19 and some estimates put the death toll higher. https://t.co/Ypn6wF35pb,fake,1,president trump misconstrued data on coronavirus deaths as of sept 3 cdc data show 185092 americans had died due to covid19 and some estimates put the death toll higher
1811,1812,#IndiaFightsCorona: 3 Vaccines are in progress and 3 more vaccines are in pre-clinical stage: @ProfBhargava DG @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/xBv27qIF2a,real,0,indiafightscorona 3 vaccines are in progress and 3 more vaccines are in preclinical stage profbhargava dg icmrdelhi staysafe indiawillwin
1812,1813,All those in the hotel still were tested over the last day and a half and those tests are coming through mostly today. No one is to leave managed isolation facilities unless they have had a negative test. Day 3 and Day 12 testing is in full swing.,real,0,all those in the hotel still were tested over the last day and a half and those tests are coming through mostly today no one is to leave managed isolation facilities unless they have had a negative test day 3 and day 12 testing is in full swing
1813,1814,Does vaping reduce your chances of getting the coronavirus?,fake,1,does vaping reduce your chances of getting the coronavirus
1814,1815,#NCDCFactCheck Remember there is NO specific cure for #COVID19. Some trial drugs show promising results but are yet to be validated for use. In Nigeria use of hydroxychloroquine is ONLY limited to clinical trials. Please #TakeResponsibility and avoid self-medication. https://t.co/G3LW8OTvc7,real,0,ncdcfactcheck remember there is no specific cure for covid19 some trial drugs show promising results but are yet to be validated for use in nigeria use of hydroxychloroquine is only limited to clinical trials please takeresponsibility and avoid selfmedication
1815,1816,The Department of Health (DOH) reports fake cigarettes that spread coronavirus have reached the Philippines.,fake,1,the department of health doh reports fake cigarettes that spread coronavirus have reached the philippines
1816,1817,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases (till 19 September 2020 8 AM) ➡️States with 1-20000 confirmed cases ➡️States with 20001-125000 confirmed cases ➡️States with 125000+ confirmed cases ➡️Total no. of confirmed cases so far #StaySafe https://t.co/Frqw1VvFFh,real,0,coronavirusupdates statewise details of total confirmed covid19 cases till 19 september 2020 8 am states with 120000 confirmed cases states with 20001125000 confirmed cases states with 125000 confirmed cases total no of confirmed cases so far staysafe
1817,1818,Less than half the states are reporting hospitalization numbers in any way. Washington is among the states missing and presumably has the second largest number of hospitalized people (because of severity and duration of its outbreak).,real,0,less than half the states are reporting hospitalization numbers in any way washington is among the states missing and presumably has the second largest number of hospitalized people because of severity and duration of its outbreak
1818,1819,A banner with a swastika “Trump” and “Pence” is from a Michigan coronavirus protest.,fake,1,a banner with a swastika trump and pence is from a michigan coronavirus protest
1819,1820,People over 50 years and those with preexisting medical conditions like diabetes are at a higher risk of complications due to #COVID19 #COVID19 Advisory for Vulnerable Groups provides useful guidance if you or a loved one falls into this group Download https://t.co/2LB3m07Xpy https://t.co/fzZ8Ty8G0R,real,0,people over 50 years and those with preexisting medical conditions like diabetes are at a higher risk of complications due to covid19 covid19 advisory for vulnerable groups provides useful guidance if you or a loved one falls into this group download
1820,1821,The 5 new confirmed cases in the community are all clearly epidemiologically linked to the Auckland cluster. 3 cases are linked to the Mt Roskill church the other 2 are household contacts of two separate previously reported cases.,real,0,the 5 new confirmed cases in the community are all clearly epidemiologically linked to the auckland cluster 3 cases are linked to the mt roskill church the other 2 are household contacts of two separate previously reported cases
1821,1822,The number of COVID-19 deaths in Brazil plummeted after Minister of Justice Sergio Moro ordered the Federal Police to investigate whether the numbers were being fabricated.,fake,1,the number of covid19 deaths in brazil plummeted after minister of justice sergio moro ordered the federal police to investigate whether the numbers were being fabricated
1822,1823,Grandparents and others who provide informal childcare will be exempt from coronavirus rules in local lockdown areas in England https://t.co/XUrHGlYUAj,real,0,grandparents and others who provide informal childcare will be exempt from coronavirus rules in local lockdown areas in england
1823,1824,Russia Reports Huge Spike In Coronavirus Deaths Among Journalists https://t.co/7HghwPhjK4,fake,1,russia reports huge spike in coronavirus deaths among journalists
1824,1825,NEWS! Medical genius Donald Trump discovers that COVID-19 infection numbers go down when you don’t test for it https://t.co/2SbrUrTNrY https://t.co/qTLKXqNO2N,fake,1,news medical genius donald trump discovers that covid19 infection numbers go down when you dont test for it
1825,1826,Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,fake,1,says the vatican confirmed that pope francis and two aides tested positive for coronavirus
1826,1827,.@WHOAFRO has improved reporting on cause of death which is an important first step towards real-time data. #COVID19 highlights the need for accurate timely data more than ever https://t.co/7u4SV0UCUL #WorldHealthData https://t.co/6m0RuDr5j0,real,0,whoafro has improved reporting on cause of death which is an important first step towards realtime data covid19 highlights the need for accurate timely data more than ever worldhealthdata
1827,1828,Intensive care units are either full or about to reach saturation. More bed capacity is desperately needed but staffing is an issue @skynewsmichelle witnesses the impact a second wave of COVID-19 is having is having in Marseille https://t.co/MezKp4ZUwZ,real,0,intensive care units are either full or about to reach saturation more bed capacity is desperately needed but staffing is an issue skynewsmichelle witnesses the impact a second wave of covid19 is having is having in marseille
1828,1829,Video shows Muslim women spitting in plastic bags and throwing them into the houses to spread coronavirus.,fake,1,video shows muslim women spitting in plastic bags and throwing them into the houses to spread coronavirus
